relationship_type,source_ref,target_ref
uses,malware--751b77e6-af1f-483b-93fe-eddf17f92a64,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
mitigates,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,attack-pattern--a6937325-9321-4e2e-bb2b-3ed2d40b2a9d
mitigates,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb
uses,malware--4b68b5ea-2e1b-4225-845b-8632f702b9a0,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
uses,malware--d18cb958-f4ad-4fb3-bb4f-e8994d206550,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,tool--115f88dd-0618-4389-83cb-98d33ae81848,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619
uses,malware--40a1b8ec-7295-416c-a6b1-68181d86f120,attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665
uses,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4
uses,malware--f25aab1a-0cef-4910-a85d-bb38b32ea41a,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
mitigates,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,attack-pattern--1bae753e-8e52-4055-a66d-2ead90303ca9
uses,malware--8bdfe255-e658-4ddd-a11c-b854762e451d,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
uses,malware--17b40f60-729f-4fe8-8aea-cc9ee44a95d5,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa,attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9
uses,malware--dff90475-9f72-41a6-84ed-1fbefd3874c0,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c
uses,malware--efa7c4d6-8e30-41d9-a8fd-26dc337f4a1b,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
uses,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
uses,malware--b350b47f-88fe-4921-8538-6d9c59bac84e,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18
mitigates,course-of-action--987988f0-cf86-4680-a875-2f6456ab2448,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc
detects,x-mitre-data-component--235b7491-2d2b-4617-9a52-3c0783680f71,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
revoked-by,attack-pattern--a257ed11-ff3b-4216-8c9d-3938ef57064c,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926
uses,malware--1cdbbcab-903a-414d-8eb0-439a97343737,attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b
uses,malware--40d3e230-ed32-469f-ba89-be70cc08ab39,attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b
subtechnique-of,attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004,attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f
mitigates,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c
uses,malware--00806466-754d-44ea-ad6f-0caf59cb8556,attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0
mitigates,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
uses,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
uses,malware--3553b49d-d4ae-4fb6-ab17-0adbc520c888,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
revoked-by,attack-pattern--cf7b3a06-8b42-4c33-bbe9-012120027925,attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617
uses,malware--f559f945-eb8b-48b1-904c-68568deebed3,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--60c18d06-7b91-4742-bae3-647845cd9d81,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41
mitigates,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--ff25900d-76d5-449b-a351-8824e62fc81b
uses,malware--2a70812b-f1ef-44db-8578-a496a227aef2,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--d1531eaa-9e17-473e-a680-3298469662c3,attack-pattern--31a0a2ac-c67c-4a7e-b9ed-6a96477d4e8e
uses,malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
uses,malware--08d20cd2-f084-45ee-8558-fa6ef5a18519,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34
uses,intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b
uses,malware--f9b05f33-d45d-4e4d-aafe-c208d38a0080,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
uses,tool--1b3b8f96-43b1-4460-8e02-1f53d7802fb9,attack-pattern--d94b3ae9-8059-4989-8e9f-ea0f601f80a7
uses,intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,malware--d906e6f7-434c-44c0-b51a-ed50af8f7945
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
uses,malware--73c4711b-407a-449d-b269-e3b1531fe7a9,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
mitigates,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776
uses,intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,malware--b6b3dfc7-9a81-43ff-ac04-698bad48973a
mitigates,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--1365fe3b-0f50-455d-b4da-266ce31c23b0
uses,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27
uses,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
uses,malware--e14085cb-0e8d-4be6-92ba-e3b93ee5978f,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688
uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
uses,intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82
uses,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
mitigates,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--e5cc9e7a-e61a-46a1-b869-55fb6eab058e
detects,x-mitre-data-component--1067aa74-5796-4d9b-b4f1-a4c9eb6fd9da,attack-pattern--7e3beebd-8bfe-4e7b-a892-e44ab06a75f9
uses,malware--432555de-63bf-4f2a-a3fa-f720a4561078,attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b
uses,malware--4327aff5-f194-440c-b499-4d9730cc1eab,attack-pattern--5bfccc3f-2326-4112-86cc-c1ece9d8a2b5
uses,malware--63686509-069b-4143-99ea-4e59cad6cb2a,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
uses,malware--6a92d80f-cc65-45f6-aa66-3cdea6786b3c,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0
uses,intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0
uses,malware--ccd61dfc-b03f-4689-8c18-7c97eab08472,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896
uses,malware--28b97733-ef07-4414-aaa5-df50b2d30cc5,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
mitigates,course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485,attack-pattern--315f51f0-6b03-4c1e-bfb2-84740afb8e21
detects,x-mitre-data-component--c0a4a086-cc20-4e1e-b7cb-29d99dfa3fb1,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670
uses,malware--dff90475-9f72-41a6-84ed-1fbefd3874c0,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
uses,malware--4c6d62c2-89f5-4159-8fab-0190b1f9d328,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
detects,x-mitre-data-component--9bde2f9d-a695-4344-bfac-f2dce13d121e,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4
uses,intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916
uses,intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
mitigates,course-of-action--15437c6d-b998-4a36-be41-4ace3d54d266,attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--a9e2cea0-c805-4bf8-9e31-f5f0513a3634
uses,malware--ef2247bf-8062-404b-894f-d65d00564817,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,malware--e2031fd5-02c2-43d4-85e2-b64f474530c2,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688
uses,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433
detects,x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c,attack-pattern--22905430-4901-4c2a-84f6-98243cb173f8
uses,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
uses,tool--975737f1-b10d-476f-8bda-3ec26ea57172,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
uses,malware--f108215f-3487-489d-be8b-80e346d32518,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d
uses,malware--705f0783-5f7d-4491-b6b7-9628e6e006d2,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
detects,x-mitre-data-component--9ce98c86-8d30-4043-ba54-0784d478d0b5,attack-pattern--954a1639-f2d6-407d-aef3-4917622ca493
uses,tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
uses,campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b,attack-pattern--e196b5c5-8118-4a1c-ab8a-936586ce3db5
uses,campaign--808d6b30-df4e-4341-8248-724da4bac650,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
uses,malware--0715560d-4299-4e84-9e20-6e80ab57e4f2,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0
uses,intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7
uses,intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
uses,tool--115f88dd-0618-4389-83cb-98d33ae81848,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670
uses,malware--2cfe8a26-5be7-4a09-8915-ea3d9e787513,attack-pattern--1eaebf46-e361-4437-bc23-d5d65a3b92e3
detects,x-mitre-data-component--18b236d8-7224-488f-9d2f-50076a0f653a,attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a
mitigates,course-of-action--23843cff-f7b9-4659-a7b7-713ef347f547,attack-pattern--01327cde-66c4-4123-bf34-5f258d59457b
uses,malware--1fefb062-feda-484a-8f10-0cebf65e20e3,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
mitigates,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004
uses,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,attack-pattern--1ecfdab8-7d59-4c98-95d4-dc41970f57fc
uses,intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,malware--a8839c95-029f-44cf-8f3d-a3cf2039e927
uses,campaign--712e38c3-a656-426a-9b3b-a6bfb63294c6,attack-pattern--0533ab23-3f7d-463f-9bd8-634d27e4dee1
uses,intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63
uses,malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa,attack-pattern--7c0f17c9-1af6-4628-9cbd-9e45482dd605
uses,malware--835a79f1-842d-472d-b8f4-d54b545c341b,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
detects,x-mitre-data-component--1887a270-576a-4049-84de-ef746b2572d6,attack-pattern--41d9846c-f6af-4302-a654-24bba2729bc6
uses,malware--53486bc7-7748-4716-8190-e4f1fde04c53,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
mitigates,course-of-action--78bb71be-92b4-46de-acd6-5f998fedf1cc,attack-pattern--7e3beebd-8bfe-4e7b-a892-e44ab06a75f9
uses,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0
uses,malware--1492d0f8-7e14-4af3-9239-bc3fe10d3407,attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c
subtechnique-of,attack-pattern--3986e7fd-a8e9-4ecb-bfc6-55920855912b,attack-pattern--3fc01293-ef5e-41c6-86ce-61f10706b64a
uses,malware--4327aff5-f194-440c-b499-4d9730cc1eab,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
uses,malware--59a97b15-8189-4d51-9404-e1ce8ea4a069,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
detects,x-mitre-data-component--3772e279-27d6-477a-9fe3-c6beb363594c,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
uses,malware--4c6d62c2-89f5-4159-8fab-0190b1f9d328,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
uses,intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
uses,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b
uses,malware--9b19d6b4-cfcb-492f-8ca8-8449e7331573,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619
mitigates,course-of-action--25dc1ce8-eb55-4333-ae30-a7cb4f5894a1,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
uses,malware--92ec0cbd-2c30-44a2-b270-73f4ec949841,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
uses,malware--ef2247bf-8062-404b-894f-d65d00564817,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475
uses,intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,tool--4b57c098-f043-4da2-83ef-7588a6d426bc
uses,intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
detects,x-mitre-data-component--16e07530-764b-4d83-bae0-cdbfc31bf21d,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
uses,malware--5189f018-fea2-45d7-b0ed-23f9ee0a46f3,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
detects,x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c,attack-pattern--0f2c410d-d740-4ed9-abb1-b8f4a7faf6c3
uses,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
subtechnique-of,attack-pattern--baf60e1a-afe5-4d31-830f-1b1ba2351884,attack-pattern--09312b1a-c3c6-4b45-9844-3ccc78e5d82f
detects,x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,attack-pattern--7c46b364-8496-4234-8a56-f7e6727e21e1
uses,intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,attack-pattern--197ef1b9-e764-46c3-b96c-23f77985dc81
uses,malware--b8eb28e4-48a6-40ae-951a-328714f75eda,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
mitigates,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--818302b2-d640-477b-bf88-873120ce85c4
uses,malware--cc5497f7-a9e8-436f-94da-b2b4a9b9ad3c,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
uses,malware--97cfbdc6-504d-41e9-a46c-78a9f806ff0d,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,malware--68dca94f-c11d-421e-9287-7c501108e18c,attack-pattern--b200542e-e877-4395-875b-cf1a44537ca4
revoked-by,attack-pattern--56fca983-1cf1-4fd1-bda0-5e170a37ab59,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
detects,x-mitre-data-component--9bde2f9d-a695-4344-bfac-f2dce13d121e,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,malware--67e6d66b-1b82-4699-b47a-e2efb6268d14,attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58
uses,malware--7ba0fc46-197d-466d-8b9f-f1c64d5d81e5,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
subtechnique-of,attack-pattern--6c2957f9-502a-478c-b1dd-d626c0659413,attack-pattern--9d48cab2-7929-4812-ad22-f536665f0109
uses,intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--fa766a65-5136-4ff3-8429-36d08eaa0100,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670
mitigates,course-of-action--d2a24649-9694-4c97-9c62-ce7b270bf6a3,attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c
revoked-by,attack-pattern--c23b740b-a42b-47a1-aec2-9d48ddd547ff,attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e
detects,x-mitre-data-component--639e87f3-acb6-448a-9645-258f20da4bc5,attack-pattern--ac9e6b22-11bf-45d7-9181-c1cb08360931
uses,malware--9020f5c7-efde-4125-a4f1-1b70f1274ddd,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384
detects,x-mitre-data-component--9bde2f9d-a695-4344-bfac-f2dce13d121e,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
uses,intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082
uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
uses,malware--7551188b-8f91-4d34-8350-0d0c57b2b913,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
uses,intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747
uses,tool--115f88dd-0618-4389-83cb-98d33ae81848,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
uses,malware--08e844a8-371f-4fe3-9d1f-e056e64a7fde,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41
detects,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--6831414d-bb70-42b7-8030-d4e06b2660c9
uses,intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475
subtechnique-of,attack-pattern--768dce68-8d0d-477a-b01d-0eea98b963a1,attack-pattern--3fc01293-ef5e-41c6-86ce-61f10706b64a
uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896
uses,malware--65341f30-bec6-4b1d-8abf-1a5620446c29,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0
uses,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af
uses,malware--d5268dfb-ae2b-4e0e-ac07-02a460613d8a,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
uses,intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
uses,malware--92ec0cbd-2c30-44a2-b270-73f4ec949841,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688
uses,intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,tool--03342581-f790-4f03-ba41-e82e67392e23
mitigates,course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,attack-pattern--768dce68-8d0d-477a-b01d-0eea98b963a1
detects,x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c,attack-pattern--d4dc46e3-5ba5-45b9-8204-010867cacfcb
subtechnique-of,attack-pattern--ca00366b-83a1-4c7b-a0ce-8ff950a7c87f,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--ffbcfdb0-de22-4106-9ed3-fc23c8a01407
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--b6301b64-ef57-4cce-bb0b-77026f14a8db
detects,x-mitre-data-component--8c826308-2760-492f-9e36-4f0f7e23bcac,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
mitigates,course-of-action--b5dbb4c5-b0b1-40b1-80b6-e9e84ab90067,attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53
uses,malware--8fc6c9e7-a162-4ca4-a488-f1819e9a7b06,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
uses,malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,malware--50c44c34-3abb-48ae-9433-a2337de5b0bc,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
detects,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9
mitigates,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665
uses,campaign--8d2bc130-89fe-466e-a4f9-6bce6129c2b8,tool--3a53b207-aba2-4a2b-9cdb-273d633669e7
detects,x-mitre-data-component--9bde2f9d-a695-4344-bfac-f2dce13d121e,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
uses,intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,malware--a7881f21-e978-4fe4-af56-92c9416a2616
uses,malware--feb2d7bb-aacb-48df-ad04-ccf41a30cd90,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d
uses,malware--2a59a237-1530-4d55-91f9-2aebf961cc37,attack-pattern--37b11151-1776-4f8f-b328-30939fbf2ceb
uses,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,malware--e811ff6a-4cef-4856-a6ae-a7daf9ed39ae
uses,malware--5f1d4579-4e8f-48e7-860e-2da773ae432e,attack-pattern--f1951e8a-500e-4a26-8803-76d95c4554b4
uses,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b
uses,malware--a7881f21-e978-4fe4-af56-92c9416a2616,attack-pattern--79a47ad0-fc3b-4821-9f01-a026b1ddba21
uses,malware--6de9cad1-eed2-4e27-b0b5-39fa29349ea0,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f
uses,intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,malware--3a4197ae-ec63-4162-907b-9a073d1157e4
uses,malware--03eb4a05-6a02-43f6-afb7-3c7835501828,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f
mitigates,course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541
uses,malware--7551188b-8f91-4d34-8350-0d0c57b2b913,attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945
uses,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839
uses,malware--3a0f6128-0a01-421d-8eca-e57d8671b1f1,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
uses,malware--ec9e00dd-0313-4d5b-8105-c20aa47abffc,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--cb741463-f0fe-42e0-8d45-bc7e8335f5ae,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
uses,campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b,attack-pattern--bbe5b322-e2af-4a5e-9625-a4e62bf84ed3
uses,intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
uses,malware--0c824410-58ff-49b2-9cf2-1c96b182bdf0,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,malware--d3afa961-a80c-4043-9509-282cdf69ab21,attack-pattern--f244b8dd-af6c-4391-a497-fc03627ce995
detects,x-mitre-data-component--e905dad2-00d6-477c-97e8-800427abd0e8,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,malware--50d6688b-0985-4f3d-8cbe-0c796b30703b
uses,malware--fb4e3792-e915-4fdd-a9cd-92dfa2ace7aa,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,malware--5e595477-2e78-4ce7-ae42-e0b059b17808,attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58
uses,malware--a5528622-3a8a-4633-86ce-8cdaf8423858,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
uses,malware--e9595678-d269-469e-ae6b-75e49259de63,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
detects,x-mitre-data-component--d5fca4e4-e47a-487b-873f-3d22f8865e96,attack-pattern--562e9b64-7239-493d-80f4-2bff900d9054
uses,malware--89f63ae4-f229-4a5c-95ad-6f22ed2b5c49,attack-pattern--d4b96d2c-1032-4b22-9235-2b5b649d0605
uses,intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade
uses,intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,tool--64764dc6-a032-495f-8250-1e4c06bdc163
